"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"7988","52","GO Biological Process","","Metabolic process","1.64E-7","HDAC7|CDK5RAP1|NAMPT|PRSS16|MMP8|CDADC1|ABCB7|PSMB7|DCPS|THRA|CAD|HPX|AKR1B1|PSMB4|TLR3|EZH2|METAP2|KARS1|TMLHE|CYP1A2|WARS1|NTRK3|PNP|HSD11B1|SOAT1|PI4KB|IRAK1|UCK1|ALOX5|EIF2S2|PLA2G2D|AKR1C3|PITRM1|IDI1|RFC4|PRKAR1A|CDKL4|CYP1A1|CYP19A1|THRB|KDM4E|EBNA1BP2|TOP2A|ADK|SNW1|AKT1|ACLY|CPSF1|RAD51|HARS2|MED19|NR1H2","128","217|400|247|436|454|457|478|256|487|274|499|463|283|259|292|220|484|316|490|331|325|496|250|352|472|418|295|475|358|481|361|286|442|466|373|403|448|337|310|277|430|460|268|346|439|301|394|433|379|319|415|412","1.04E-11","","GO:0008152","1.0","0"
"7156","49","GO Biological Process","","Primary metabolic process","1.91E-7","HDAC7|CDK5RAP1|NAMPT|PRSS16|MMP8|CDADC1|PSMB7|DCPS|THRA|CAD|HPX|AKR1B1|PSMB4|TLR3|EZH2|METAP2|KARS1|CYP1A2|WARS1|NTRK3|PNP|HSD11B1|SOAT1|PI4KB|IRAK1|UCK1|ALOX5|EIF2S2|PLA2G2D|AKR1C3|PITRM1|IDI1|RFC4|CDKL4|CYP1A1|CYP19A1|THRB|KDM4E|EBNA1BP2|TOP2A|ADK|SNW1|AKT1|ACLY|CPSF1|RAD51|HARS2|MED19|NR1H2","128","217|400|247|436|454|457|256|487|274|499|463|283|259|292|220|484|316|331|325|496|250|352|472|418|295|475|358|481|361|286|442|466|373|448|337|310|277|430|460|268|346|439|301|394|433|379|319|415|412","2.44E-11","","GO:0044238","0.9902449527000223","0"
"7522","50","GO Biological Process","","Organic substance metabolic process","1.91E-7","HDAC7|CDK5RAP1|NAMPT|PRSS16|MMP8|CDADC1|PSMB7|DCPS|THRA|CAD|HPX|AKR1B1|PSMB4|TLR3|EZH2|METAP2|KARS1|TMLHE|CYP1A2|WARS1|NTRK3|PNP|HSD11B1|SOAT1|PI4KB|IRAK1|UCK1|ALOX5|EIF2S2|PLA2G2D|AKR1C3|PITRM1|IDI1|RFC4|CDKL4|CYP1A1|CYP19A1|THRB|KDM4E|EBNA1BP2|TOP2A|ADK|SNW1|AKT1|ACLY|CPSF1|RAD51|HARS2|MED19|NR1H2","128","217|400|247|436|454|457|256|487|274|499|463|283|259|292|220|484|316|490|331|325|496|250|352|472|418|295|475|358|481|361|286|442|466|373|448|337|310|277|430|460|268|346|439|301|394|433|379|319|415|412","3.19E-11","","GO:0071704","0.9902449527000223","0"
"2092","26","Reactome Pathways","","Metabolism","8.09E-7","NAMPT|ABCB7|PSMB7|CAD|AKR1B1|PSMB4|KARS1|TMLHE|CYP1A2|PNP|HSD11B1|PI4KB|UCK1|ALOX5|PLA2G2D|AKR1C3|IDI1|SEC13|PRKAR1A|CYP1A1|CYP19A1|ADK|AKT1|ACLY|MED19|NR1H2","128","247|478|256|499|283|259|316|490|331|250|352|418|475|358|361|286|466|427|403|337|310|346|301|394|415|412","3.54E-10","","HSA-1430728","0.8978498566513983","0"
"3181","32","GO Biological Process","","Organic cyclic compound metabolic process","9.33E-7","CDK5RAP1|NAMPT|CDADC1|DCPS|THRA|CAD|HPX|AKR1B1|EZH2|KARS1|CYP1A2|WARS1|PNP|HSD11B1|SOAT1|UCK1|ALOX5|AKR1C3|IDI1|RFC4|CYP1A1|CYP19A1|THRB|EBNA1BP2|TOP2A|ADK|SNW1|ACLY|CPSF1|RAD51|HARS2|MED19","128","400|247|457|487|274|499|463|283|220|316|331|325|250|352|472|475|358|286|466|373|337|310|277|460|268|346|439|394|433|379|319|415","2.38E-10","","GO:1901360","0.8887221194634476","0"
"6568","45","GO Biological Process","","Cellular metabolic process","2.49E-6","CDK5RAP1|NAMPT|CDADC1|ABCB7|PSMB7|DCPS|THRA|CAD|HPX|AKR1B1|PSMB4|TLR3|EZH2|KARS1|TMLHE|CYP1A2|WARS1|NTRK3|PNP|SOAT1|PI4KB|IRAK1|UCK1|ALOX5|EIF2S2|PLA2G2D|AKR1C3|IDI1|RFC4|PRKAR1A|CDKL4|CYP1A1|CYP19A1|THRB|EBNA1BP2|TOP2A|ADK|SNW1|AKT1|ACLY|CPSF1|RAD51|HARS2|MED19|NR1H2","128","400|247|457|478|256|487|274|499|463|283|259|292|220|316|490|331|325|496|250|472|418|295|475|358|481|361|286|466|373|403|448|337|310|277|460|268|346|439|301|394|433|379|319|415|412","7.93E-10","","GO:0044237","0.8258911847285747","0"
"5522","41","GO Molecular Function","","Catalytic activity","5.68E-6","HDAC7|CDK5RAP1|NAMPT|PRSS16|MMP8|CDADC1|PSMB7|DCPS|CAD|AKR1B1|PSMB4|EZH2|METAP2|KARS1|TMLHE|CYP1A2|WARS1|NTRK3|PNP|HSD11B1|SOAT1|PI4KB|IRAK1|UCK1|ALOX5|PLA2G2D|AKR1C3|PITRM1|IDI1|RFC4|PRKAR1A|CDKL4|CYP1A1|CYP19A1|KDM4E|TOP2A|ADK|AKT1|ACLY|RAD51|HARS2","128","217|400|247|436|454|457|256|487|499|283|259|220|484|316|490|331|325|496|250|352|472|418|295|475|358|361|286|442|466|373|403|448|337|310|430|268|346|301|394|379|319","1.15E-9","","GO:0003824","0.7731069922067516","0"
"6033","42","GO Molecular Function","","Ion binding","1.11E-5","HDAC7|NID2|CDK5RAP1|MMP8|CDADC1|ABCB7|KIF11|SLC6A4|THRA|CAD|HPX|PGR|METAP2|KARS1|TMLHE|CYP1A2|WARS1|NTRK3|PNP|PI4KB|IRAK1|UCK1|ALOX5|EIF2S2|PLA2G2D|AKR1C3|PITRM1|IDI1|RFC4|PRKAR1A|CDKL4|CYP1A1|CYP19A1|THRB|KDM4E|TOP2A|ADK|AKT1|ACLY|RAD51|HARS2|NR1H2","128","217|409|400|454|457|478|265|445|274|499|463|307|484|316|490|331|325|496|250|418|295|475|358|481|361|286|442|466|373|403|448|337|310|277|430|268|346|301|394|379|319|412","4.5E-9","","GO:0043167","0.7302229912258875","0"
"6643","44","GO Biological Process","","Nitrogen compound metabolic process","1.47E-5","HDAC7|CDK5RAP1|NAMPT|PRSS16|MMP8|CDADC1|PSMB7|DCPS|THRA|CAD|HPX|AKR1B1|PSMB4|TLR3|EZH2|METAP2|KARS1|TMLHE|CYP1A2|WARS1|NTRK3|PNP|IRAK1|UCK1|EIF2S2|PLA2G2D|AKR1C3|PITRM1|RFC4|CDKL4|CYP1A1|THRB|KDM4E|EBNA1BP2|TOP2A|ADK|SNW1|AKT1|ACLY|CPSF1|RAD51|HARS2|MED19|NR1H2","128","217|400|247|436|454|457|256|487|274|499|463|283|259|292|220|484|316|490|331|325|496|250|295|475|481|361|286|442|373|448|337|277|430|460|268|346|439|301|394|433|379|319|415|412","5.64E-9","","GO:0006807","0.7122433967656454","0"
"1435","18","KEGG Pathways","","Metabolic pathways","1.3E-4","NAMPT|CAD|AKR1B1|EZH2|TMLHE|CYP1A2|PNP|HSD11B1|PI4KB|UCK1|ALOX5|PLA2G2D|AKR1C3|IDI1|CYP1A1|CYP19A1|ADK|ACLY","128","247|499|283|220|490|331|250|352|418|475|358|361|286|466|337|310|346|394","3.78E-7","","hsa01100","0.5727291400029199","0"
"36","5","WikiPathways","","Ovarian infertility","1.5E-4","PTGER2|PGR|CYP19A1|AKT1|RAD51","128","469|307|310|301|379","1.92E-7","","WP34","0.563569747741776","0"
"2125","23","TISSUES","","Liver","1.8E-4","HDAC7|NAMPT|PSMB7|CAD|HPX|SIGMAR1|PSMB4|TLR3|METAP2|CYP1A2|PNP|HSD11B1|EIF2S2|AKR1C3|PITRM1|IDI1|SEC13|PRKAR1A|CYP1A1|ADK|SNW1|AKT1|ACLY","128","217|247|256|499|463|493|259|292|484|331|250|352|481|286|442|466|427|403|337|346|439|301|394","7.5E-8","","BTO:0000759","0.5518999726806905","0"
"2936","27","GO Biological Process","","Cellular aromatic compound metabolic process","2.2E-4","CDK5RAP1|NAMPT|CDADC1|DCPS|THRA|CAD|HPX|AKR1B1|EZH2|KARS1|CYP1A2|WARS1|PNP|UCK1|AKR1C3|RFC4|CYP1A1|THRB|EBNA1BP2|TOP2A|ADK|SNW1|ACLY|CPSF1|RAD51|HARS2|MED19","128","400|247|457|487|274|499|463|283|220|316|331|325|250|475|286|373|337|277|460|268|346|439|394|433|379|319|415","9.62E-8","","GO:0006725","0.5390557324351916","0"
"258","9","GO Biological Process","","Steroid metabolic process","3.2E-4","AKR1B1|CYP1A2|HSD11B1|SOAT1|AKR1C3|IDI1|CYP1A1|CYP19A1|ACLY","128","283|331|352|472|286|466|337|310|394","1.64E-7","","GO:0008202","0.5150728949214406","0"
"446","11","GO Biological Process","","Small molecule biosynthetic process","3.3E-4","CAD|AKR1B1|CYP1A2|PNP|ALOX5|AKR1C3|IDI1|CYP1A1|CYP19A1|ADK|ACLY","128","499|283|331|250|358|286|466|337|310|346|394","1.87E-7","","GO:0044283","0.5131033070064835","0"
"2881","26","TISSUES","","Digestive gland","3.4E-4","HDAC7|NAMPT|PSMB7|CAD|HPX|SIGMAR1|PSMB4|TLR3|EZH2|METAP2|CYP1A2|PNP|HSD11B1|EIF2S2|PLA2G2D|AKR1C3|PITRM1|IDI1|SEC13|PRKAR1A|CYP1A1|EBNA1BP2|ADK|SNW1|AKT1|ACLY","128","217|247|256|499|463|493|259|292|220|484|331|250|352|481|361|286|442|466|427|403|337|460|346|439|301|394","2.79E-7","","BTO:0000345","0.5111925216282226","0"
"60","5","KEGG Pathways","","Steroid hormone biosynthesis","3.4E-4","CYP1A2|HSD11B1|AKR1C3|CYP1A1|CYP19A1","128","331|352|286|337|310","2.0E-6","","hsa00140","0.5111925216282226","0"
"1554","19","GO Molecular Function","","Adenyl ribonucleotide binding","4.0E-4","ABCB7|KIF11|CAD|KARS1|WARS1|NTRK3|SOAT1|PI4KB|IRAK1|UCK1|RFC4|PRKAR1A|CDKL4|TOP2A|ADK|AKT1|ACLY|RAD51|HARS2","128","478|265|499|316|325|496|472|418|295|475|373|403|448|268|346|301|394|379|319","2.41E-7","","GO:0032559","0.5007902445538183","0"
"2891","26","GO Biological Process","","Heterocycle metabolic process","4.7E-4","CDK5RAP1|NAMPT|CDADC1|DCPS|THRA|CAD|HPX|EZH2|KARS1|CYP1A2|WARS1|PNP|UCK1|ALOX5|RFC4|CYP1A1|THRB|EBNA1BP2|TOP2A|ADK|SNW1|ACLY|CPSF1|RAD51|HARS2|MED19","128","400|247|457|487|274|499|463|220|316|331|325|250|475|358|373|337|277|460|268|346|439|394|433|379|319|415","2.98E-7","","GO:0046483","0.4904680257221112","0"
"1121","16","GO Biological Process","","Organic cyclic compound biosynthetic process","5.2E-4","NAMPT|THRA|CAD|AKR1B1|KARS1|PNP|UCK1|ALOX5|AKR1C3|IDI1|CYP1A1|CYP19A1|THRB|ADK|ACLY|MED19","128","247|274|499|283|316|250|475|358|286|466|337|310|277|346|394|415","3.66E-7","","GO:1901362","0.4839972113862541","0"
"739","13","Reactome Pathways","","Metabolism of lipids","6.5E-4","AKR1B1|CYP1A2|HSD11B1|PI4KB|ALOX5|PLA2G2D|AKR1C3|IDI1|CYP1A1|CYP19A1|ACLY|MED19|NR1H2","128","283|331|352|418|358|361|286|466|337|310|394|415|412","5.71E-7","","HSA-556833","0.4697145610186318","0"
"2362","23","GO Biological Process","","Cellular biosynthetic process","6.6E-4","NAMPT|THRA|CAD|AKR1B1|KARS1|TMLHE|CYP1A2|WARS1|PNP|PI4KB|UCK1|ALOX5|EIF2S2|AKR1C3|IDI1|CYP1A1|CYP19A1|THRB|ADK|AKT1|ACLY|HARS2|MED19","128","247|274|499|283|316|490|331|325|250|418|475|358|481|286|466|337|310|277|346|301|394|319|415","5.06E-7","","GO:0044249","0.46873734269815065","0"
"1645","19","GO Biological Process","","Small molecule metabolic process","6.9E-4","NAMPT|CDADC1|CAD|AKR1B1|KARS1|CYP1A2|WARS1|PNP|SOAT1|UCK1|ALOX5|AKR1C3|IDI1|CYP1A1|CYP19A1|ADK|AKT1|ACLY|HARS2","128","247|457|499|283|316|331|325|250|472|475|358|286|466|337|310|346|301|394|319","5.74E-7","","GO:0044281","0.4658921384371062","0"
"3362","27","UniProt Keywords","","Acetylation","7.4E-4","NAMPT|ABCB7|KIF11|DCPS|CAD|AKR1B1|PSMB4|METAP2|KARS1|TMLHE|PNP|SOAT1|PI4KB|EIF2S2|PITRM1|IDI1|SEC13|RFC4|PRKAR1A|EBNA1BP2|TOP2A|ADK|SNW1|AKT1|ACLY|RAD51|HARS2","128","247|478|265|487|499|283|259|484|316|490|250|472|418|481|442|466|427|373|403|460|268|346|439|301|394|379|319","1.53E-6","","KW-0007","0.46141433006935345","0"
"1379","17","UniProt Keywords","","ATP-binding","7.4E-4","ABCB7|KIF11|CAD|KARS1|WARS1|NTRK3|PI4KB|IRAK1|UCK1|RFC4|CDKL4|TOP2A|ADK|AKT1|ACLY|RAD51|HARS2","128","478|265|499|316|325|496|418|295|475|373|448|268|346|301|394|379|319","1.1E-6","","KW-0067","0.46141433006935345","0"
"166","7","Reactome Pathways","","SUMO E3 ligases SUMOylate target proteins","9.7E-4","HDAC7|THRA|PGR|SEC13|THRB|TOP2A|NR1H2","128","217|274|307|427|277|268|412","1.28E-6","","HSA-3108232","0.44409121886852304","0"
"2438","23","GO Biological Process","","Organic substance biosynthetic process","9.9E-4","NAMPT|THRA|CAD|AKR1B1|KARS1|TMLHE|CYP1A2|WARS1|PNP|PI4KB|UCK1|ALOX5|EIF2S2|AKR1C3|IDI1|CYP1A1|CYP19A1|THRB|ADK|AKT1|ACLY|HARS2|MED19","128","247|274|499|283|316|490|331|325|250|418|475|358|481|286|466|337|310|277|346|301|394|319|415","8.85E-7","","GO:1901576","0.44278491726944263","0"
"2278","22","GO Molecular Function","","Carbohydrate derivative binding","0.0011","ABCB7|KIF11|CAD|PSMB4|KARS1|WARS1|NTRK3|PNP|SOAT1|PI4KB|IRAK1|UCK1|PLA2G2D|RFC4|PRKAR1A|CDKL4|TOP2A|ADK|AKT1|ACLY|RAD51|HARS2","128","478|265|499|259|316|325|496|250|472|418|295|475|361|373|403|448|268|346|301|394|379|319","1.15E-6","","GO:0097367","0.43604115345090344","0"
"129","7","STRING Clusters","","Steroid hormone biosynthesis, and Oxidation by cytochrome P450","0.0011","SIGMAR1|CYP1A2|HSD11B1|SOAT1|AKR1C3|IDI1|CYP19A1","128","493|331|352|472|286|466|310","2.51E-7","","CL:9386","0.43604115345090344","0"
"2507","23","GO Molecular Function","","Small molecule binding","0.0012","ABCB7|KIF11|CAD|KARS1|WARS1|NTRK3|PNP|HSD11B1|SOAT1|PI4KB|IRAK1|UCK1|RFC4|PRKAR1A|CDKL4|CYP1A1|CYP19A1|TOP2A|ADK|AKT1|ACLY|RAD51|HARS2","128","478|265|499|316|325|496|250|352|472|418|295|475|373|403|448|337|310|268|346|301|394|379|319","1.44E-6","","GO:0036094","0.4304718548167774","0"
"6403","39","TISSUES","","Endocrine gland","0.0014","HDAC7|NAMPT|PRSS16|PSMB7|THRA|CAD|HPX|SIGMAR1|PSMB4|TLR3|EZH2|PGR|METAP2|CYP1A2|WARS1|PNP|HSD11B1|PI4KB|UCK1|EIF2S2|PLA2G2D|AKR1C3|PITRM1|IDI1|SEC13|RFC4|PRKAR1A|CYP1A1|CYP19A1|THRB|EBNA1BP2|ADK|SNW1|AKT1|ACLY|CPSF1|RAD51|HARS2|NR1H2","128","217|247|436|256|274|499|463|493|259|292|220|307|484|331|325|250|352|418|475|481|361|286|442|466|427|373|403|337|310|277|460|346|439|301|394|433|379|319|412","1.68E-6","","BTO:0001488","0.42060520058932077","0"
"28","4","Reactome Pathways","","SUMOylation of intracellular receptors","0.0014","THRA|PGR|THRB|NR1H2","128","274|307|277|412","3.15E-6","","HSA-4090294","0.42060520058932077","0"
"68","5","WikiPathways","","Sterol regulatory element-binding proteins (SREBP) signaling","0.0014","IDI1|SEC13|AKT1|ACLY|NR1H2","128","466|427|301|394|412","3.56E-6","","WP1982","0.42060520058932077","0"
"82","6","DISEASES","","Breast disease","0.0017","PGR|NTRK3|PRKAR1A|CYP19A1|AKT1|RAD51","128","307|496|403|310|301|379","3.64E-7","","DOID:3463","0.4081779426439345","0"
"311","8","UniProt Keywords","","Iron","0.0017","CDK5RAP1|HPX|TMLHE|CYP1A2|ALOX5|CYP1A1|CYP19A1|KDM4E","128","400|463|490|331|358|337|310|430","7.56E-6","","KW-0408","0.4081779426439345","0"
"1776","18","UniProt Keywords","","Nucleotide-binding","0.0017","ABCB7|KIF11|CAD|KARS1|WARS1|NTRK3|PI4KB|IRAK1|UCK1|RFC4|PRKAR1A|CDKL4|TOP2A|ADK|AKT1|ACLY|RAD51|HARS2","128","478|265|499|316|325|496|418|295|475|373|403|448|268|346|301|394|379|319","7.8E-6","","KW-0547","0.4081779426439345","0"
"167","7","DISEASES","","Reproductive organ cancer","0.002","SLC6A4|EZH2|PGR|PRKAR1A|CYP19A1|ADK|AKT1","128","445|220|307|403|310|346|301","1.33E-6","","DOID:193","0.3977756655695301","0"
"1491","17","GO Molecular Function","","ATP binding","0.0021","ABCB7|KIF11|CAD|KARS1|WARS1|NTRK3|PI4KB|IRAK1|UCK1|RFC4|CDKL4|TOP2A|ADK|AKT1|ACLY|RAD51|HARS2","128","478|265|499|316|325|496|418|295|475|373|448|268|346|301|394|379|319","3.18E-6","","GO:0005524","0.39465277516061287","0"
"5977","37","GO Molecular Function","","Heterocyclic compound binding","0.0021","ABCB7|KIF11|SLC6A4|DCPS|THRA|CAD|TLR3|EZH2|PGR|METAP2|KARS1|CYP1A2|WARS1|NTRK3|PNP|HSD11B1|SOAT1|PI4KB|IRAK1|UCK1|EIF2S2|RFC4|PRKAR1A|CDKL4|CYP1A1|CYP19A1|THRB|EBNA1BP2|TOP2A|ADK|SNW1|AKT1|ACLY|CPSF1|RAD51|HARS2|NR1H2","128","478|265|445|487|274|499|292|220|307|484|316|331|325|496|250|352|472|418|295|475|481|373|403|448|337|310|277|460|268|346|439|301|394|433|379|319|412","2.97E-6","","GO:1901363","0.39465277516061287","0"
"6050","37","GO Molecular Function","","Organic cyclic compound binding","0.0022","ABCB7|KIF11|SLC6A4|DCPS|THRA|CAD|TLR3|EZH2|PGR|METAP2|KARS1|CYP1A2|WARS1|NTRK3|PNP|HSD11B1|SOAT1|PI4KB|IRAK1|UCK1|EIF2S2|RFC4|PRKAR1A|CDKL4|CYP1A1|CYP19A1|THRB|EBNA1BP2|TOP2A|ADK|SNW1|AKT1|ACLY|CPSF1|RAD51|HARS2|NR1H2","128","478|265|445|487|274|499|292|220|307|484|316|331|325|496|250|352|472|418|295|475|481|373|403|448|337|310|277|460|268|346|439|301|394|433|379|319|412","4.07E-6","","GO:0097159","0.3916751891425705","0"
"37","4","WikiPathways","","Nuclear receptors","0.0023","THRA|PGR|THRB|NR1H2","128","274|307|277|412","8.69E-6","","WP170","0.38882998488152604","0"
"116","6","GO Biological Process","","Steroid biosynthetic process","0.0024","AKR1B1|AKR1C3|IDI1|CYP1A1|CYP19A1|ACLY","128","283|286|466|337|310|394","2.49E-6","","GO:0006694","0.3861058905084445","0"
