"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"268","25","GO Molecular Function","","Glycosyltransferase activity","4.03E-11","SIRT4|NAMPT|UGT2A3|UGT2B10|UGT1A6|UGT2B7|UGT1A1|UGT2B4|UGT2B17|UPP1|UGT2B28|UGT2B15|UGT1A10|UGT1A9|PNP|UGT1A4|UGT1A5|UGT1A7|UGT1A8|TYMP|UGT2B11|NAPRT|UGT1A3|UPP2|UGT2A2","128","1232|247|1679|1700|1022|1034|1016|1718|1046|1982|1706|1052|1058|1742|250|1028|1664|1760|1040|1973|1670|1574|1733|1994|1688","1.23E-13","","GO:0016757","1.039469495385889","0"
"2722","83","GO Biological Process","","Nucleobase-containing compound metabolic process","4.05E-11","SULT2B1|CDK5RAP1|USB1|NAMPT|SULT1E1|RAD51AP1|WARS2|NT5C1A|NT5C|CDADC1|NARS1|DCPS|THRA|CAD|PDE8B|NARS2|MARS2|SPIDR|PCLAF|ENTPD3|ADAT1|SWI5|EZH2|KARS1|UPP1|TARS3|NT5C2|CIR1|CPSF4L|WARS1|NT5C1B|PNP|DTL|SFR1|SARS1|PARS2|ENTPD8|UCK1|NMRK1|KIN|RAD1|NT5M|ASPDH|GARS1|RFC4|RAD9B|PDE8A|CYP1A1|TYMP|THRB|ADA2|NCOA1|RNF212|NT5C3B|NCOA2|NAPRT|ENPP3|EBNA1BP2|CHTF8|TOP2A|NT5C1B-RDH14|NNMT|ADK|SNW1|ACLY|SARS2-2|SARS2|UPP2|NT5C3A|CYP1B1|NMRK2|CPSF1|SSU72P4|SSU72P2|SSU72P3|SSU72P7|SSU72P5|SSU72P8|RAD51|PDE8B-2|HARS2|ENPP1|MED19","128","1163|400|1451|247|1118|1853|1886|1547|1535|457|1898|487|274|499|2723|1913|1943|3239|2567|3008|3824|3899|220|316|1982|1889|1559|4499|4706|325|1529|250|2561|3905|1925|1937|1952|475|1586|5480|5570|1553|2639|1904|373|5579|2738|337|1973|277|1958|2099|5840|2003|2105|1574|1235|460|5645|268|1541|1250|346|439|394|1919|1931|1994|2009|1100|1568|433|4715|4739|4727|4733|4709|4721|379|5654|319|1241|415","1.43E-13","","GO:0006139","1.0392544976785332","0"
"81","16","GO Biological Process","","Glycosyl compound metabolic process","4.05E-11","NT5C1A|CDADC1|AKR1B1|UPP1|NT5C2|NT5C1B|PNP|AKR1C4|AKR1C3|AKR1C1|TYMP|ADA2|NT5C1B-RDH14|ADK|UPP2|NT5C3A","128","1547|457|283|1982|1559|1529|250|1463|286|1472|1973|1958|1541|346|1994|2009","1.42E-13","","GO:1901657","1.0392544976785332","0"
"324","27","GO Biological Process","","Alcohol metabolic process","4.14E-11","SULT2B1|CYP3A5|SULT1E1|AKR1D1|HSD17B7|MSMO1|SRD5A3|AKR1B1|CYP11B1|CYP7A1|CYP11B2|CYP3A7|CYP1A2|DHCR7|SOAT1|CYP2C8|UGT1A4|AKR1C4|AKR1C3|AKR1C1|IDI1|CYP1A1|UGT1A3|HSD17B6|ACLY|CYP1B1|CYP3A4","128","1163|1088|1118|1076|1124|2414|1106|283|1094|1226|1070|1205|331|1169|472|1724|1028|1463|286|1472|466|337|1733|1064|394|1100|1082","1.51E-13","","GO:0006066","1.03829996588791","0"
"43","13","GO Biological Process","","tRNA aminoacylation for protein translation","7.51E-11","WARS2|NARS1|NARS2|MARS2|KARS1|TARS3|WARS1|SARS1|PARS2|GARS1|SARS2-2|SARS2|HARS2","128","1886|1898|1913|1943|316|1889|325|1925|1937|1904|1919|1931|319","2.78E-13","","GO:0006418","1.0124360062995832","0"
"32","12","GO Biological Process","","Retinoic acid metabolic process","7.51E-11","CYP3A5|UGT1A1|CYP2S1|CYP3A7|UGT1A9|CYP2C8|UGT1A7|UGT1A8|CYP1A1|UGT1A3|CYP26C1|CYP3A4","128","1088|1016|1283|1205|1742|1724|1760|1040|337|1733|1631|1082","2.82E-13","","GO:0042573","1.0124360062995832","0"
"38","12","UniProt Keywords","","Aminoacyl-tRNA synthetase","8.49E-11","WARS2|NARS1|NARS2|MARS2|KARS1|TARS3|WARS1|SARS1|PARS2|GARS1|SARS2|HARS2","128","1886|1898|1913|1943|316|1889|325|1925|1937|1904|1931|319","1.52E-12","","KW-0030","1.0071092309756047","0"
"43","13","GO Molecular Function","","aminoacyl-tRNA ligase activity","8.56E-11","WARS2|NARS1|NARS2|MARS2|KARS1|TARS3|WARS1|SARS1|PARS2|GARS1|SARS2-2|SARS2|HARS2","128","1886|1898|1913|1943|316|1889|325|1925|1937|1904|1919|1931|319","2.78E-13","","GO:0004812","1.0067526235322846","0"
"34","12","Reactome Pathways","","Glutathione conjugation","9.68E-11","GSTA3|GSTM2|GSTM5|HPGDS|GSTA1|GSTM3|GSTM4|GSTA4|GSTA5|MGST1|GSTA2|MGST2","128","1265|1301|1325|1319|1364|1289|1277|1307|1271|1331|1370|1313","5.09E-13","","HSA-156590","1.0014124642691606","0"
"35","12","Reactome Pathways","","Metabolism of steroid hormones","1.19E-10","HSD17B2|SRD5A3|SRD5A1|AKR1B1|CYP11B1|CYP11B2|HSD11B1|HSD3B1|CYP17A1|CYP19A1|HSD3B2|SRD5A2","128","1013|1106|1154|283|1094|1070|352|1133|1148|310|1142|1112","6.76E-13","","HSA-196071","0.9924453038607469","0"
"35","12","Reactome Pathways","","Nucleotide catabolism","1.19E-10","NT5C1A|NT5C|ENTPD3|UPP1|NT5C2|NT5C1B|PNP|ENTPD8|NT5M|TYMP|UPP2|NT5C3A","128","1547|1535|3008|1982|1559|1529|250|1952|1553|1973|1994|2009","6.76E-13","","HSA-8956319","0.9924453038607469","0"
"44","12","KEGG Pathways","","Aminoacyl-tRNA biosynthesis","1.29E-10","WARS2|NARS1|NARS2|MARS2|KARS1|TARS3|WARS1|SARS1|PARS2|GARS1|SARS2-2|HARS2","128","1886|1898|1913|1943|316|1889|325|1925|1937|1904|1919|319","6.51E-12","","hsa00970","0.9889410289700751","0"
"17","10","Reactome Pathways","","Biosynthesis of DHA-derived SPMs","1.3E-10","ALOX12|LTC4S|ALOX15|CYP1A2|GSTM4|CYP2C8|ALOX5|CYP1A1|CYP2E1|CYP3A4","128","2291|3128|2300|331|1277|1724|358|337|1178|1082","8.54E-13","","HSA-9018677","0.9886056647693163","0"
"24","11","GO Molecular Function","","Aromatase activity","1.34E-10","CYP3A5|CYP4A11|CYP2A13|CYP3A7|CYP1A2|CYP2C8|CYP1A1|CYP19A1|CYP2E1|CYP1B1|CYP3A4","128","1088|1694|1337|1205|331|1724|337|310|1178|1100|1082","4.89E-13","","GO:0070330","0.9872895201635192","0"
"1104","48","GO Molecular Function","","Transition metal ion binding","1.79E-10","SIRT4|CYP3A5|MMP8|CDADC1|ALOX12|TRIM45|PHC2|MMP20|MSMO1|THRA|CAD|CYP11B1|ALOX15|CYP2A6|CYP7A1|CYP2S1|CYP4A11|CYP2B6|PGR|CYP11B2|TPH2|CYP2A13|TMLHE|CYP3A7|CYP1A2|MMP23B|RXRG|MMP21|CYP17A1|CYP2C8|CYP4A22|ALOX5|MMP26|PITRM1|IDI1|CYP1A1|CYP19A1|THRB|ADA2|ENPP3|PHC1|CYP2E1|MMP28|CYP1B1|ENPP1|CYP26C1|CYP3A4|NR1H2","128","1232|1088|454|457|2291|2471|1397|2549|2414|274|499|1094|2300|1346|1226|1283|1694|1295|307|1070|2603|1337|490|1205|331|2822|2852|2810|1148|1724|1652|358|2831|442|466|337|310|277|1958|1235|1388|1178|2837|1100|1241|1631|1082|412","7.25E-13","","GO:0046914","0.9747146969020107","0"
"25","11","GO Biological Process","","Xenobiotic catabolic process","1.82E-10","CYP3A5|GSTM2|CYP2A6|UGT1A1|CYP2B6|CYP1A2|GSTM3|GSTM4|CYP2C8|CYP1A1|CYP3A4","128","1088|1301|1346|1016|1295|331|1289|1277|1724|337|1082","6.97E-13","","GO:0042178","0.9739928612014925","0"
"1976","67","GO Biological Process","","Catabolic process","1.87E-10","STS|DHDH|CYP3A5|SULT1E1|PRSS16|NT5C1A|MMP8|GSTM2|AKR1D1|PLA2G12A|NT5C|CDADC1|PSMB7|MMP20|ASPA|DCPS|SRD5A3|PDE8B|SRD5A1|PSMB4|CYP2A6|CYP7A1|ENTPD3|UGT1A1|CYP4A11|CYP2B6|UPP1|PSMF1|NT5C2|CYP1A2|MMP23B|NT5C1B|GSTM3|PNP|DTL|HSD11B1|MMP21|GSTM4|CYP2C8|ENTPD8|UGT1A4|PLA2G2D|MMP26|AKR1C3|NT5M|PDE8A|CYP1A1|TYMP|CYP19A1|ADA2|PSMB11|NT5C3B|ENPP3|HSD17B6|AKT1|MMP28|UPP2|NT5C3A|SRD5A2|CYP1B1|MGST2|PDE8B-2|INPP5F|ENPP1|CYP26C1|CYP3A4|PIK3CB","128","1214|1457|1088|1118|436|1547|454|1301|1076|2216|1535|457|256|2549|2636|487|1106|2723|1154|259|1346|1226|3008|1016|1694|1295|1982|2531|1559|331|2822|1529|1289|250|2561|352|2810|1277|1724|1952|1028|361|2831|286|1553|2738|337|1973|310|1958|1880|2003|1235|1064|301|2837|1994|2009|1112|1100|1313|5654|1481|1241|1631|1082|1514","7.4E-13","","GO:0009056","0.9728158393463501","0"
"26","11","GO Biological Process","","Steroid catabolic process","2.4E-10","STS|SULT1E1|AKR1D1|SRD5A1|CYP7A1|CYP1A2|HSD11B1|CYP19A1|HSD17B6|SRD5A2|CYP3A4","128","1214|1118|1076|1154|1226|331|352|310|1064|1112|1082","9.8E-13","","GO:0006706","0.9619788758288393","0"
"42","13","InterPro Domains","","Cytochrome P450, E-class, group I","2.58E-10","CYP2A6|CYP2S1|CYP4A11|CYP2B6|CYP2A13|CYP1A2|CYP17A1|CYP2C8|CYP4A22|CYP1A1|CYP19A1|CYP2E1|CYP1B1","128","1346|1283|1694|1295|1337|331|1148|1724|1652|337|310|1178|1100","2.16E-13","","IPR002401","0.9588380294036769","0"
"15","10","Pfam","","Glutathione S-transferase, C-terminal domain","2.61E-10","GSTA3|GSTM2|GSTM5|HPGDS|GSTA1|GSTM3|GSTM4|GSTA4|GSTA5|GSTA2","128","1265|1301|1325|1319|1364|1289|1277|1307|1271|1370","3.38E-13","","PF14497","0.9583359492661719","0"
"18","10","GO Biological Process","","Epoxygenase P450 pathway","3.17E-10","CYP2A6|CYP2S1|CYP4A11|CYP2B6|CYP2A13|CYP1A2|CYP2C8|CYP1A1|CYP2E1|CYP1B1","128","1346|1283|1694|1295|1337|331|1724|337|1178|1100","1.31E-12","","GO:0019373","0.9498940737782249","0"
"27","11","GO Biological Process","","C21-steroid hormone metabolic process","3.24E-10","AKR1D1|SRD5A1|AKR1B1|CYP11B1|CYP11B2|HSD3B1|CYP17A1|AKR1C4|AKR1C3|AKR1C1|HSD3B2","128","1076|1154|283|1094|1070|1133|1148|1463|286|1472|1142","1.36E-12","","GO:0008207","0.9489454989793387","0"
"14","9","WikiPathways","","Codeine and morphine metabolism","3.53E-10","UGT1A6|UGT2B7|UGT1A1|UGT2B4|UGT1A10|UGT1A9|CYP2C8|UGT1A8|CYP3A4","128","1022|1034|1016|1718|1058|1742|1724|1040|1082","6.78E-12","","WP1604","0.9452225294612177","0"
"51","13","GO Biological Process","","Secondary metabolic process","4.12E-10","CYP3A5|AKR1B1|CYP2A6|CYP2A13|CYP1A2|UGT1A7|UGT1A8|AKR1C4|AKR1C3|AKR1C1|CYP1A1|CYP1B1|CYP3A4","128","1088|283|1346|1337|331|1760|1040|1463|286|1472|337|1100|1082","1.76E-12","","GO:0019748","0.9385102783966864","0"
"28","11","GO Biological Process","","Long-chain fatty acid biosynthetic process","4.33E-10","GSTM2|ALOX12|LTC4S|ALOX15|CYP1A2|GSTM4|CYP2C8|ALOX5|CYP1A1|CYP2E1|CYP3A4","128","1301|2291|3128|2300|331|1277|1724|358|337|1178|1082","1.88E-12","","GO:0042759","0.9363512103646634","0"
"39","12","GO Biological Process","","Negative regulation of fatty acid metabolic process","4.45E-10","SIRT4|NCOR1|CYP7A1|UGT1A6|UGT1A1|UGT1A10|UGT1A9|UGT1A4|UGT1A7|UGT1A8|UGT1A3|AKT1","128","1232|1007|1226|1022|1016|1058|1742|1028|1760|1040|1733|301","1.96E-12","","GO:0045922","0.9351639989019068","0"
"493","31","GO Biological Process","","Nucleotide metabolic process","5.34E-10","SULT2B1|NAMPT|SULT1E1|NT5C1A|NT5C|CAD|PDE8B|KARS1|UPP1|NT5C2|NT5C1B|PNP|UCK1|NMRK1|NT5M|ASPDH|GARS1|PDE8A|TYMP|NT5C3B|NAPRT|ENPP3|NT5C1B-RDH14|NNMT|ADK|ACLY|UPP2|NT5C3A|NMRK2|PDE8B-2|ENPP1","128","1163|247|1118|1547|1535|499|2723|316|1982|1559|1529|250|475|1586|1553|2639|1904|2738|1973|2003|1574|1235|1541|1250|346|394|1994|2009|1568|5654|1241","2.38E-12","","GO:0009117","0.9272458742971443","0"
"52","12","KEGG Pathways","","Glutathione metabolism","6.51E-10","GSTA3|GSTM2|GSTM5|HPGDS|GSTA1|GSTM3|GSTM4|GSTA4|GSTA5|MGST1|GSTA2|MGST2","128","1265|1301|1325|1319|1364|1289|1277|1307|1271|1331|1370|1313","3.49E-11","","hsa00480","0.9186419011431808","0"
"143","18","GO Molecular Function","","UDP-glycosyltransferase activity","9.47E-10","UGT2A3|UGT2B10|UGT1A6|UGT2B7|UGT1A1|UGT2B4|UGT2B17|UGT2B28|UGT2B15|UGT1A10|UGT1A9|UGT1A4|UGT1A5|UGT1A7|UGT1A8|UGT2B11|UGT1A3|UGT2A2","128","1679|1700|1022|1034|1016|1718|1046|1706|1052|1058|1742|1028|1664|1760|1040|1670|1733|1688","4.03E-12","","GO:0008194","0.9023650020996726","0"
"58","13","Reactome Pathways","","Arachidonic acid metabolism","9.64E-10","ALOX12|LTC4S|ALOX15|HPGDS|CYP4A11|CYP1A2|PTGES|CYP2C8|CYP4A22|ALOX5|AKR1C3|CYP1A1|CYP1B1","128","2291|3128|2300|1319|1694|331|2228|1724|1652|358|286|337|1100","7.18E-12","","HSA-2142753","0.901592296609717","0"
"129","16","KEGG Pathways","","Fluid shear stress and atherosclerosis","1.4E-9","GSTA3|PIK3R2|GSTM2|GSTM5|PIK3R3|GSTA1|GSTM3|GSTM4|GSTA4|GSTA5|PIK3CD|MGST1|GSTA2|AKT1|MGST2|PIK3CB","128","1265|1478|1301|1325|1508|1364|1289|1277|1307|1271|1520|1331|1370|301|1313|1514","7.93E-11","","hsa05418","0.8853871964321762","0"
"1877","63","GO Biological Process","","Phosphate-containing compound metabolic process","1.5E-9","SULT2B1|PIK3R2|NAMPT|SULT1E1|NT5C1A|PLA2G12A|NT5C|PIK3R3|SRD5A3|CAD|PI4K2B|PDE8B|HPX|ALOX15|TLR3|MELK|GNPTAB|ENTPD3|ANKK1|KARS1|UPP1|NT5C2|NT5C1B|NTRK3|PNP|PI4KB|IRAK1|ENTPD8|UCK1|PLA2G2D|NMRK1|PIK3CD|IDI1|NT5M|ASPDH|GARS1|PRKAR1A|PDE8A|CDKL4|TYMP|CDKL1|NT5C3B|NAPRT|ENPP3|NT5C1B-RDH14|NNMT|ADK|AKT1|ACLY|UPP2|NT5C3A|NMRK2|SSU72P4|SSU72P2|SSU72P3|SSU72P7|SSU72P5|SSU72P8|PDE8B-2|INPP5F|ENPP1|NR1H2|PIK3CB","128","1163|1478|247|1118|1547|2216|1535|1508|1106|499|1496|2723|463|2300|292|1871|3266|3008|2597|316|1982|1559|1529|496|250|418|295|1952|475|361|1586|1520|466|1553|2639|1904|403|2738|448|1973|5669|2003|1574|1235|1541|1250|346|301|394|1994|2009|1568|4715|4739|4727|4733|4709|4721|5654|1481|1241|412|1514","6.79E-12","","GO:0006796","0.8823908740944318","0"
"327","25","GO Biological Process","","Heterocycle catabolic process","1.59E-9","NT5C1A|NT5C|CDADC1|DCPS|PDE8B|CYP2A6|ENTPD3|UGT1A1|UPP1|NT5C2|NT5C1B|PNP|ENTPD8|UGT1A4|NT5M|PDE8A|CYP1A1|TYMP|ADA2|NT5C3B|ENPP3|UPP2|NT5C3A|PDE8B-2|ENPP1","128","1547|1535|457|487|2723|1346|3008|1016|1982|1559|1529|250|1952|1028|1553|2738|337|1973|1958|2003|1235|1994|2009|5654|1241","7.3E-12","","GO:0046700","0.8798602875679549","0"
"8","8","STRING Clusters","","Lipid hydroxylation, and Oxylipin metabolic process","1.72E-9","CYP3A5|UGT2B7|CYP4A11|CYP2B6|CYP3A7|CYP2C8|CYP4A22|CYP3A4","128","1088|1034|1694|1295|1205|1724|1652|1082","9.03E-12","","CL:9399","0.876447155309245","0"
"8","8","GO Biological Process","","Negative regulation of glucuronosyltransferase activity","1.94E-9","UGT1A6|UGT1A1|UGT1A10|UGT1A9|UGT1A4|UGT1A7|UGT1A8|UGT1A3","128","1022|1016|1058|1742|1028|1760|1040|1733","9.03E-12","","GO:1904224","0.8712198270069773","0"
"8","8","GO Biological Process","","Negative regulation of cellular glucuronidation","1.94E-9","UGT1A6|UGT1A1|UGT1A10|UGT1A9|UGT1A4|UGT1A7|UGT1A8|UGT1A3","128","1022|1016|1058|1742|1028|1760|1040|1733","9.03E-12","","GO:2001030","0.8712198270069773","0"
"19","10","InterPro Domains","","Aminoacyl-tRNA synthetase, class II","2.03E-9","NARS1|NARS2|KARS1|TARS3|SARS1|PARS2|GARS1|SARS2-2|SARS2|HARS2","128","1898|1913|316|1889|1925|1937|1904|1919|1931|319","1.98E-12","","IPR006195","0.8692503962086787","0"
"333","25","GO Biological Process","","Cellular nitrogen compound catabolic process","2.18E-9","CYP3A5|NT5C1A|NT5C|CDADC1|DCPS|PDE8B|ENTPD3|UGT1A1|UPP1|NT5C2|NT5C1B|PNP|ENTPD8|UGT1A4|NT5M|PDE8A|TYMP|ADA2|NT5C3B|ENPP3|UPP2|NT5C3A|PDE8B-2|ENPP1|CYP3A4","128","1088|1547|1535|457|487|2723|3008|1016|1982|1559|1529|250|1952|1028|1553|2738|1973|1958|2003|1235|1994|2009|5654|1241|1082","1.05E-11","","GO:0044270","0.8661543506395395","0"
"97","15","Reactome Pathways","","Metabolism of nucleotides","2.4E-9","NT5C1A|NT5C|CAD|ENTPD3|UPP1|NT5C2|NT5C1B|PNP|ENTPD8|UCK1|NT5M|TYMP|ADK|UPP2|NT5C3A","128","1547|1535|499|3008|1982|1559|1529|250|1952|475|1553|1973|346|1994|2009","1.89E-11","","HSA-15869","0.8619788758288394","0"
"2021","66","GO Cellular Component","","Endoplasmic reticulum","2.46E-9","HSD17B2|SULT2B1|STS|CYP3A5|GSTM2|HSD17B7|MSMO1|SRD5A3|PI4K2B|UGT2B10|SRD5A1|SIGMAR1|PDE3B|CYP11B1|LTC4S|TLR3|CYP2A6|CYP7A1|UGT1A6|UGT2B7|UGT1A1|UGT2B4|CYP2S1|CYP4A11|UGT2B17|CYP2B6|CYP2A13|UGT2B28|CYP3A7|PSMF1|UGT2B15|CYP1A2|PTGES|UGT1A10|SVIP|UGT1A9|DHCR7|MMP23B|HSD11B1|SOAT1|PI4KB|HSD3B1|CYP17A1|CYP2C8|CYP4A22|UGT1A4|UGT1A5|UGT1A7|UGT1A8|POMP|SEC13|CYP1A1|MGST1|CYP19A1|UGT2B11|UGT1A3|CYP2E1|HSD3B2|HSD17B6|UGT2A2|NT5C3A|SRD5A2|CYP1B1|MGST2|CYP26C1|CYP3A4","128","1013|1163|1214|1088|1301|1124|2414|1106|1496|1700|1154|493|2237|1094|3128|292|1346|1226|1022|1034|1016|1718|1283|1694|1046|1295|1337|1706|1205|2531|1052|331|2228|1058|4754|1742|1169|2822|352|472|418|1133|1148|1724|1652|1028|1664|1760|1040|2543|427|337|1331|310|1670|1733|1178|1142|1064|1688|2009|1112|1100|1313|1631|1082","6.0E-12","","GO:0005783","0.8609064892896621","0"
"156","18","GO Biological Process","","Organophosphate catabolic process","3.04E-9","NT5C1A|NT5C|PDE8B|ENTPD3|UPP1|NT5C2|NT5C1B|PNP|ENTPD8|NT5M|PDE8A|TYMP|ENPP3|UPP2|NT5C3A|PDE8B-2|INPP5F|ENPP1","128","1547|1535|2723|3008|1982|1559|1529|250|1952|1553|2738|1973|1235|1994|2009|5654|1481|1241","1.51E-11","","GO:0046434","0.8517126416391246","0"
"115","16","STRING Clusters","","Mixed, incl. Glutathione metabolism, and Detoxification of Reactive Oxygen Species","3.06E-9","GSTA3|DHDH|GSTM2|GSTM5|AKR1B1|DCXR|GSTA1|GSTM3|GSTM4|GSTA4|GSTA5|CYP1A1|MGST1|GSTA2|CYP1B1|MGST2","128","1265|1457|1301|1325|283|3062|1364|1289|1277|1307|1271|337|1331|1370|1100|1313","1.67E-11","","CL:9654","0.8514278573518419","0"
"161","17","KEGG Pathways","","Hepatocellular carcinoma","3.37E-9","GSTA3|PIK3R2|GSTM2|GSTM5|PIK3R3|SHC4|GSTA1|GSTM3|GSTM4|GSTA4|GSTA5|PIK3CD|MGST1|GSTA2|AKT1|MGST2|PIK3CB","128","1265|1478|1301|1325|1508|4163|1364|1289|1277|1307|1271|1520|1331|1370|301|1313|1514","2.01E-10","","hsa05225","0.8472370099128661","0"
"99","15","GO Biological Process","","Primary alcohol metabolic process","4.82E-9","CYP3A5|SULT1E1|AKR1B1|CYP11B1|CYP11B2|CYP3A7|CYP1A2|CYP2C8|AKR1C4|AKR1C3|AKR1C1|CYP1A1|HSD17B6|CYP1B1|CYP3A4","128","1088|1118|283|1094|1070|1205|331|1724|1463|286|1472|337|1064|1100|1082","2.46E-11","","GO:0034308","0.8316952961761149","0"
"9","9","Monarch Phenotype","","Circulating cell free DNA measurement","5.21E-9","UGT1A6|UGT1A1|UGT1A10|UGT1A9|UGT1A4|UGT1A5|UGT1A7|UGT1A8|UGT1A3","128","1022|1016|1058|1742|1028|1664|1760|1040|1733","4.27E-13","","EFO:0004739","0.8283162276700475","0"
"349","25","GO Biological Process","","Aromatic compound catabolic process","5.26E-9","NT5C1A|NT5C|CDADC1|DCPS|PDE8B|CYP2A6|ENTPD3|UGT1A1|UPP1|NT5C2|NT5C1B|PNP|ENTPD8|UGT1A4|NT5M|PDE8A|CYP1A1|TYMP|ADA2|NT5C3B|ENPP3|UPP2|NT5C3A|PDE8B-2|ENPP1","128","1547|1535|457|487|2723|1346|3008|1016|1982|1559|1529|250|1952|1028|1553|2738|337|1973|1958|2003|1235|1994|2009|5654|1241","2.71E-11","","GO:0019439","0.8279014255846262","0"
"22","10","InterPro Domains","","Glutathione S-transferase, C-terminal","5.53E-9","GSTA3|GSTM2|GSTM5|HPGDS|GSTA1|GSTM3|GSTM4|GSTA4|GSTA5|GSTA2","128","1265|1301|1325|1319|1364|1289|1277|1307|1271|1370","6.16E-12","","IPR004046","0.8257274868695301","0"
"163","18","GO Biological Process","","Monocarboxylic acid biosynthetic process","5.63E-9","GSTM2|AKR1D1|ALOX12|LTC4S|ALOX15|HPGDS|CYP7A1|CYP1A2|PTGES|GSTM4|CYP2C8|ALOX5|AKR1C4|AKR1C3|CYP1A1|CYP2E1|ACLY|CYP3A4","128","1301|1076|2291|3128|2300|1319|1226|331|2228|1277|1724|358|1463|286|337|1178|394|1082","2.94E-11","","GO:0072330","0.8249491605148653","0"
"269","22","GO Biological Process","","Carboxylic acid biosynthetic process","7.91E-9","GSTM2|AKR1D1|ALOX12|CAD|LTC4S|ALOX15|HPGDS|CYP7A1|CYP4A11|CYP1A2|PTGES|GSTM4|CYP2C8|CYP4A22|ALOX5|AKR1C4|AKR1C3|CYP1A1|CYP2E1|ACLY|MGST2|CYP3A4","128","1301|1076|2291|499|3128|2300|1319|1226|1694|331|2228|1277|1724|1652|358|1463|286|337|1178|394|1313|1082","4.19E-11","","GO:0046394","0.8101823516502323","0"
"42","11","Reactome Pathways","","tRNA Aminoacylation","8.73E-9","WARS2|NARS1|NARS2|MARS2|KARS1|WARS1|SARS1|PARS2|GARS1|SARS2|HARS2","128","1886|1898|1913|1943|316|325|1925|1937|1904|1931|319","7.26E-11","","HSA-379724","0.805898575629443","0"
"11","9","Monarch Phenotype","","Xanthurenate measurement","8.8E-9","UGT1A6|UGT1A1|UGT1A10|UGT1A9|UGT1A4|UGT1A5|UGT1A7|UGT1A8|UGT1A3","128","1022|1016|1058|1742|1028|1664|1760|1040|1733","1.44E-12","","EFO:0010551","0.805551732784983","0"
"16","9","Pfam","","Glutathione S-transferase, N-terminal domain","9.58E-9","GSTA3|GSTM2|GSTM5|GSTA1|GSTM3|GSTM4|GSTA4|GSTA5|GSTA2","128","1265|1301|1325|1364|1289|1277|1307|1271|1370","1.66E-11","","PF02798","0.8018634490921455","0"
"19","9","GO Biological Process","","Nucleoside monophosphate catabolic process","9.99E-9","NT5C1A|NT5C|UPP1|NT5C2|PNP|NT5M|TYMP|UPP2|NT5C3A","128","1547|1535|1982|1559|250|1553|1973|1994|2009","5.41E-11","","GO:0009125","0.8000434511774017","0"
"107","15","GO Biological Process","","Negative regulation of lipid metabolic process","1.21E-8","SIRT4|PDE8B|NCOR1|PDE3B|CYP7A1|UGT1A6|UGT1A1|UGT1A10|UGT1A9|UGT1A4|UGT1A7|UGT1A8|AKR1C3|UGT1A3|AKT1","128","1232|2723|1007|2237|1226|1022|1016|1058|1742|1028|1760|1040|286|1733|301","6.61E-11","","GO:0045833","0.791721462968355","0"
"172","18","GO Biological Process","","Organic hydroxy compound biosynthetic process","1.21E-8","AKR1D1|ALOX12|HSD17B7|MSMO1|SRD5A3|CYP11B1|ALOX15|CYP7A1|CYP11B2|TPH2|DHCR7|AKR1C4|AKR1C3|IDI1|CYP19A1|ACLY|SRD5A2|CYP3A4","128","1076|2291|1124|2414|1106|1094|2300|1226|1070|2603|1169|1463|286|466|310|394|1112|1082","6.63E-11","","GO:1901617","0.791721462968355","0"
"42","11","STRING Clusters","","tRNA Aminoacylation","1.28E-8","WARS2|NARS1|NARS2|MARS2|KARS1|TARS3|WARS1|PARS2|GARS1|SARS2|HARS2","128","1886|1898|1913|1943|316|1889|325|1937|1904|1931|319","7.26E-11","","CL:797","0.7892790030352131","0"
"25","10","InterPro Domains","","Glutathione S-transferase, N-terminal","1.35E-8","GSTA3|GSTM2|GSTM5|HPGDS|GSTA1|GSTM3|GSTM4|GSTA4|GSTA5|GSTA2","128","1265|1301|1325|1319|1364|1289|1277|1307|1271|1370","1.69E-11","","IPR004045","0.7869666231504994","0"
"2125","68","TISSUES","","Liver","1.54E-8","HDAC7|HSD17B2|NAMPT|CYP3A5|SULT1E1|AHR|AKR1D1|UGT2A3|NARS1|PSMB7|MSMO1|CAD|UGT2B10|HPX|NCOR1|SIGMAR1|PDE3B|PSMB4|TLR3|CYP2A6|CYP7A1|UGT1A6|DCXR|UGT2B7|UGT1A1|UGT2B4|CYP4A11|UGT2B17|CYP2B6|METAP2|GSTA1|PSMF1|UGT2B15|CYP1A2|UGT1A9|DHCR7|PNP|HSD11B1|SARS1|CYP2C8|CYP4A22|UGT1A4|UGT1A8|EIF2S2|AKR1C4|AKR1C3|AKR1C1|PITRM1|IDI1|SEC13|GARS1|PRKAR1A|CYP1A1|TYMP|MGST1|NCOR2|UGT1A3|GSTA2|CYP2E1|NNMT|ADK|SNW1|HSD17B6|AKT1|ACLY|MGST2|ENPP1|CYP3A4","128","217|1013|247|1088|1118|2096|1076|1679|1898|256|2414|499|1700|463|1007|493|2237|259|292|1346|1226|1022|3062|1034|1016|1718|1694|1046|1295|484|1364|2531|1052|331|1742|1169|250|352|1925|1724|1652|1028|1040|481|1463|286|1472|442|466|427|1904|403|337|1973|1331|1001|1733|1370|1178|1250|346|439|1064|301|394|1313|1241|1082","6.34E-12","","BTO:0000759","0.7812479279163538","0"
